PS C:\Users\emazoq\Documents\0dev\goSQL> .\roc-valores.exe --sqlite .\roc-valores.db push
2026/04/13 16:20:36 main.go:22: roc-collector  version=a256539-dirty commit=a256539 built=2026-04-13T21:15:01Z
2026/04/13 16:20:36 db.go:60: [db] abriendo SQLite → .\roc-valores.db
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:33:47 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:33:47 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:33:47' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:33:47 push.go:181: [push]  sqliteID=52 → oracleID=52   840 valores
At line:1 char:12
+ 2026/04/13 16:33:47 push.go:181: [push]  sqliteID=52 → oracleID=52    ...
+            ~~~~~~~~
Unexpected token '16:33:47' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:33:50 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:33:50 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:33:50' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:33:50 push.go:181: [push]  sqliteID=55 → oracleID=55   840 valores
At line:1 char:12
+ 2026/04/13 16:33:50 push.go:181: [push]  sqliteID=55 → oracleID=55    ...
+            ~~~~~~~~
Unexpected token '16:33:50' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:33:54 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:33:54 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:33:54' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:33:54 push.go:181: [push]  sqliteID=56 → oracleID=56   840 valores
At line:1 char:12
+ 2026/04/13 16:33:54 push.go:181: [push]  sqliteID=56 → oracleID=56    ...
+            ~~~~~~~~
Unexpected token '16:33:54' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:33:57 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:33:57 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:33:57' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:33:57 push.go:181: [push]  sqliteID=57 → oracleID=57   840 valores
At line:1 char:12
+ 2026/04/13 16:33:57 push.go:181: [push]  sqliteID=57 → oracleID=57    ...
+            ~~~~~~~~
Unexpected token '16:33:57' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:00 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:34:00 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:34:00' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:00 push.go:181: [push]  sqliteID=17 → oracleID=17   840 valores
At line:1 char:12
+ 2026/04/13 16:34:00 push.go:181: [push]  sqliteID=17 → oracleID=17    ...
+            ~~~~~~~~
Unexpected token '16:34:00' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:04 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:34:04 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:34:04' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:04 push.go:181: [push]  sqliteID=69 → oracleID=69   840 valores
At line:1 char:12
+ 2026/04/13 16:34:04 push.go:181: [push]  sqliteID=69 → oracleID=69    ...
+            ~~~~~~~~
Unexpected token '16:34:04' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:07 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:34:07 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:34:07' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:07 push.go:181: [push]  sqliteID=70 → oracleID=70   840 valores
At line:1 char:12
+ 2026/04/13 16:34:07 push.go:181: [push]  sqliteID=70 → oracleID=70    ...
+            ~~~~~~~~
Unexpected token '16:34:07' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:10 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:34:10 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:34:10' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:10 push.go:181: [push]  sqliteID=74 → oracleID=74   840 valores
At line:1 char:12
+ 2026/04/13 16:34:10 push.go:181: [push]  sqliteID=74 → oracleID=74    ...
+            ~~~~~~~~
Unexpected token '16:34:10' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:13 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:34:13 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:34:13' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:13 push.go:181: [push]  sqliteID=82 → oracleID=82   840 valores
At line:1 char:12
+ 2026/04/13 16:34:13 push.go:181: [push]  sqliteID=82 → oracleID=82    ...
+            ~~~~~~~~
Unexpected token '16:34:13' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:17 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:34:17 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:34:17' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:17 push.go:181: [push]  sqliteID=89 → oracleID=89   840 valores
At line:1 char:12
+ 2026/04/13 16:34:17 push.go:181: [push]  sqliteID=89 → oracleID=89    ...
+            ~~~~~~~~
Unexpected token '16:34:17' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:20 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:34:20 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:34:20' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:20 push.go:181: [push]  sqliteID=93 → oracleID=93   840 valores
At line:1 char:12
+ 2026/04/13 16:34:20 push.go:181: [push]  sqliteID=93 → oracleID=93    ...
+            ~~~~~~~~
Unexpected token '16:34:20' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:23 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:34:23 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:34:23' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:23 push.go:181: [push]  sqliteID=105 → oracleID=105   840 valores
At line:1 char:12
+ 2026/04/13 16:34:23 push.go:181: [push]  sqliteID=105 → oracleID=105  ...
+            ~~~~~~~~
Unexpected token '16:34:23' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:27 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:34:27 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:34:27' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:27 push.go:181: [push]  sqliteID=7 → oracleID=7   840 valores
At line:1 char:12
+ 2026/04/13 16:34:27 push.go:181: [push]  sqliteID=7 → oracleID=7   84 ...
+            ~~~~~~~~
Unexpected token '16:34:27' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:30 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:34:30 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:34:30' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:30 push.go:181: [push]  sqliteID=15 → oracleID=15   840 valores
At line:1 char:12
+ 2026/04/13 16:34:30 push.go:181: [push]  sqliteID=15 → oracleID=15    ...
+            ~~~~~~~~
Unexpected token '16:34:30' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:34 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:34:34 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:34:34' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:34 push.go:181: [push]  sqliteID=29 → oracleID=29   840 valores
At line:1 char:12
+ 2026/04/13 16:34:34 push.go:181: [push]  sqliteID=29 → oracleID=29    ...
+            ~~~~~~~~
Unexpected token '16:34:34' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:37 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:34:37 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:34:37' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:37 push.go:181: [push]  sqliteID=30 → oracleID=30   840 valores
At line:1 char:12
+ 2026/04/13 16:34:37 push.go:181: [push]  sqliteID=30 → oracleID=30    ...
+            ~~~~~~~~
Unexpected token '16:34:37' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:41 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:34:41 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:34:41' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:41 push.go:181: [push]  sqliteID=34 → oracleID=34   840 valores
At line:1 char:12
+ 2026/04/13 16:34:41 push.go:181: [push]  sqliteID=34 → oracleID=34    ...
+            ~~~~~~~~
Unexpected token '16:34:41' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:45 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:34:45 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:34:45' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:45 push.go:181: [push]  sqliteID=40 → oracleID=40   840 valores
At line:1 char:12
+ 2026/04/13 16:34:45 push.go:181: [push]  sqliteID=40 → oracleID=40    ...
+            ~~~~~~~~
Unexpected token '16:34:45' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:49 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:34:49 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:34:49' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:49 push.go:181: [push]  sqliteID=42 → oracleID=42   840 valores
At line:1 char:12
+ 2026/04/13 16:34:49 push.go:181: [push]  sqliteID=42 → oracleID=42    ...
+            ~~~~~~~~
Unexpected token '16:34:49' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:52 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:34:52 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:34:52' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:52 push.go:181: [push]  sqliteID=54 → oracleID=54   840 valores
At line:1 char:12
+ 2026/04/13 16:34:52 push.go:181: [push]  sqliteID=54 → oracleID=54    ...
+            ~~~~~~~~
Unexpected token '16:34:52' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:55 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:34:55 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:34:55' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:55 push.go:181: [push]  sqliteID=9 → oracleID=9   840 valores
At line:1 char:12
+ 2026/04/13 16:34:55 push.go:181: [push]  sqliteID=9 → oracleID=9   84 ...
+            ~~~~~~~~
Unexpected token '16:34:55' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:59 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:34:59 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:34:59' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:34:59 push.go:181: [push]  sqliteID=28 → oracleID=28   840 valores
At line:1 char:12
+ 2026/04/13 16:34:59 push.go:181: [push]  sqliteID=28 → oracleID=28    ...
+            ~~~~~~~~
Unexpected token '16:34:59' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:03 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:35:03 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:35:03' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:03 push.go:181: [push]  sqliteID=45 → oracleID=45   840 valores
At line:1 char:12
+ 2026/04/13 16:35:03 push.go:181: [push]  sqliteID=45 → oracleID=45    ...
+            ~~~~~~~~
Unexpected token '16:35:03' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:06 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:35:06 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:35:06' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:06 push.go:181: [push]  sqliteID=50 → oracleID=50   840 valores
At line:1 char:12
+ 2026/04/13 16:35:06 push.go:181: [push]  sqliteID=50 → oracleID=50    ...
+            ~~~~~~~~
Unexpected token '16:35:06' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:10 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:35:10 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:35:10' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:10 push.go:181: [push]  sqliteID=81 → oracleID=81   840 valores
At line:1 char:12
+ 2026/04/13 16:35:10 push.go:181: [push]  sqliteID=81 → oracleID=81    ...
+            ~~~~~~~~
Unexpected token '16:35:10' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:13 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:35:13 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:35:13' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:14 push.go:181: [push]  sqliteID=91 → oracleID=91   840 valores
At line:1 char:12
+ 2026/04/13 16:35:14 push.go:181: [push]  sqliteID=91 → oracleID=91    ...
+            ~~~~~~~~
Unexpected token '16:35:14' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:17 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:35:17 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:35:17' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:17 push.go:181: [push]  sqliteID=97 → oracleID=97   840 valores
At line:1 char:12
+ 2026/04/13 16:35:17 push.go:181: [push]  sqliteID=97 → oracleID=97    ...
+            ~~~~~~~~
Unexpected token '16:35:17' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:20 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:35:20 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:35:20' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:20 push.go:181: [push]  sqliteID=101 → oracleID=101   840 valores
At line:1 char:12
+ 2026/04/13 16:35:20 push.go:181: [push]  sqliteID=101 → oracleID=101  ...
+            ~~~~~~~~
Unexpected token '16:35:20' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:24 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:35:24 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:35:24' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:24 push.go:181: [push]  sqliteID=8 → oracleID=8   840 valores
At line:1 char:12
+ 2026/04/13 16:35:24 push.go:181: [push]  sqliteID=8 → oracleID=8   84 ...
+            ~~~~~~~~
Unexpected token '16:35:24' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:28 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:35:28 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:35:28' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:28 push.go:181: [push]  sqliteID=12 → oracleID=12   840 valores
At line:1 char:12
+ 2026/04/13 16:35:28 push.go:181: [push]  sqliteID=12 → oracleID=12    ...
+            ~~~~~~~~
Unexpected token '16:35:28' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:32 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:35:32 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:35:32' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:32 push.go:181: [push]  sqliteID=38 → oracleID=38   840 valores
At line:1 char:12
+ 2026/04/13 16:35:32 push.go:181: [push]  sqliteID=38 → oracleID=38    ...
+            ~~~~~~~~
Unexpected token '16:35:32' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:36 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:35:36 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:35:36' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:36 push.go:181: [push]  sqliteID=53 → oracleID=53   840 valores
At line:1 char:12
